Date,Time,Temp,Humidity,Heat
22/6/2023,17:45:00,38.6,32.7,101.5
22/6/2023,18:00:00,42.5,34.9,108.5
22/6/2023,18:15:00,39,32.3,102.2
22/6/2023,18:30:00,35.6,35.2,96.1
22/6/2023,18:45:00,36,25,96.8
22/6/2023,19:00:00,38.2,33.9,100.8
22/6/2023,19:15:00,41.6,36.5,106.9
22/6/2023,19:30:00,36.6,36.2,97.9
22/6/2023,19:45:00,42.4,28.2,108.3
22/6/2023,20:00:00,40.8,34.6,105.4
22/6/2023,20:15:00,36.1,18.2,97
22/6/2023,20:30:00,38.3,24,100.9
22/6/2023,20:45:00,41.4,47.2,106.5
22/6/2023,21:00:00,38,36.9,100.4
22/6/2023,21:15:00,41.3,21.6,106.3
22/6/2023,21:30:00,41.9,40.8,107.4
22/6/2023,21:45:00,40.1,33.6,104.2
22/6/2023,22:00:00,40.3,21.9,104.5
22/6/2023,22:15:00,36.8,44.1,98.2
22/6/2023,22:30:00,39.7,40.6,103.5
22/6/2023,22:45:00,41.6,37.1,106.9
22/6/2023,23:00:00,37,42.2,98.6
22/6/2023,23:15:00,40.6,42.7,105.1
22/6/2023,23:30:00,40,22.9,104
22/6/2023,23:45:00,40.2,29.8,104.4
23/6/2023,0:00:00,36.5,39.9,97.7
23/6/2023,0:15:00,35.9,25.3,96.6
23/6/2023,0:30:00,36.8,22.3,98.2
23/6/2023,0:45:00,40.8,42.1,105.4
23/6/2023,1:00:00,37.5,37.4,99.5
23/6/2023,1:15:00,37.2,30.4,99
23/6/2023,1:30:00,37.6,22.5,99.7
23/6/2023,1:45:00,39.9,43.6,103.8
23/6/2023,2:00:00,41.8,24.5,107.2
23/6/2023,2:15:00,42.8,22.1,109
23/6/2023,2:30:00,39.4,27.4,102.9
23/6/2023,2:45:00,41.3,49.5,106.3
23/6/2023,3:00:00,37.4,26.8,99.3
23/6/2023,3:15:00,37.9,30.6,100.2
23/6/2023,3:30:00,41.8,34.8,107.2
23/6/2023,3:45:00,35.2,40.1,95.4
23/6/2023,4:00:00,42.3,49.4,108.1
23/6/2023,4:15:00,35.9,38.2,96.6
23/6/2023,4:30:00,41.8,34.3,107.2
23/6/2023,4:45:00,38.7,33.3,101.7
23/6/2023,5:00:00,38.4,25.4,101.1
23/6/2023,5:15:00,37.3,19.5,99.1
23/6/2023,5:30:00,39.3,28.2,102.7
23/6/2023,5:45:00,37.7,25.9,99.9
23/6/2023,6:00:00,41.2,48,106.2
23/6/2023,6:15:00,42.6,21.8,108.7
23/6/2023,6:30:00,35.2,19.9,95.4
23/6/2023,6:45:00,36.3,32.8,97.3
23/6/2023,7:00:00,40.1,47.4,104.2
23/6/2023,7:15:00,41.9,34.6,107.4
23/6/2023,7:30:00,35.2,34,95.4
23/6/2023,7:45:00,38.7,26.3,101.7
23/6/2023,8:00:00,25.2,27.5,77.4
23/6/2023,8:15:00,25.3,29.4,77.5
23/6/2023,8:30:00,27.6,17.8,81.7
23/6/2023,8:45:00,25.9,20.1,78.6
23/6/2023,9:00:00,27.7,16.2,81.9
23/6/2023,9:15:00,27.1,31.9,80.8
23/6/2023,9:30:00,27.1,18.6,80.8
23/6/2023,9:45:00,25.6,17.5,78.1
23/6/2023,10:00:00,26.3,28.5,79.3
23/6/2023,10:15:00,26,25.9,78.8
23/6/2023,10:30:00,27.1,24.1,80.8
23/6/2023,10:45:00,28,18,82.4
23/6/2023,11:00:00,25.6,18.9,78.1
23/6/2023,11:15:00,28.7,29.2,83.7
23/6/2023,11:30:00,28.7,23.6,83.7
23/6/2023,11:45:00,26.3,21.2,79.3
23/6/2023,12:00:00,39.3,38.5,102.7
23/6/2023,12:15:00,42.4,33.8,108.3
23/6/2023,12:30:00,37.5,31.9,99.5
23/6/2023,12:45:00,38.3,40.2,100.9
23/6/2023,13:00:00,28.4,20.6,83.1
23/6/2023,13:15:00,25.9,26.5,78.6
23/6/2023,13:30:00,28.6,16.2,83.5
23/6/2023,13:45:00,25.3,22.2,77.5
23/6/2023,14:00:00,28.5,28.2,83.3
23/6/2023,14:15:00,25.6,13.6,78.1
23/6/2023,14:30:00,25.7,27.7,78.3
23/6/2023,14:45:00,27.9,28.9,82.2
23/6/2023,15:00:00,27.2,31.6,81
23/6/2023,15:15:00,26.9,30.8,80.4
23/6/2023,15:30:00,25.8,21.8,78.4
23/6/2023,15:45:00,26.9,23.8,80.4
23/6/2023,16:00:00,27.4,23.1,81.3
23/6/2023,16:15:00,28.8,25.3,83.8
23/6/2023,16:30:00,26.8,26,80.2
23/6/2023,16:45:00,28.1,15.9,82.6
23/6/2023,17:00:00,40.4,38.9,104.7
23/6/2023,17:15:00,35.8,38.2,96.4
23/6/2023,17:30:00,40.8,47.3,105.4
23/6/2023,17:45:00,39.9,36.1,103.8
23/6/2023,18:00:00,38.4,39.7,101.1
23/6/2023,18:15:00,38.4,23.5,101.1
23/6/2023,18:30:00,41.8,45.2,107.2
23/6/2023,18:45:00,35.6,23.1,96.1
23/6/2023,19:00:00,41,46.8,105.8
23/6/2023,19:15:00,40.5,34.7,104.9
23/6/2023,19:30:00,40.6,39,105.1
23/6/2023,19:45:00,38.3,28.2,100.9
23/6/2023,20:00:00,42.2,41.4,108
23/6/2023,20:15:00,39,34.4,102.2
23/6/2023,20:30:00,36.5,19.2,97.7
23/6/2023,20:45:00,36.7,32.5,98.1
23/6/2023,21:00:00,41.2,46.7,106.2
23/6/2023,21:15:00,39,35,102.2
23/6/2023,21:30:00,37,30.9,98.6
23/6/2023,21:45:00,38.9,38.4,102
23/6/2023,22:00:00,37.8,27.3,100
23/6/2023,22:15:00,40.8,39,105.4
23/6/2023,22:30:00,39.4,23.2,102.9
23/6/2023,22:45:00,36.3,34.1,97.3
23/6/2023,23:00:00,38.8,41.4,101.8
23/6/2023,23:15:00,41.9,34.4,107.4
23/6/2023,23:30:00,41.7,49.9,107.1
23/6/2023,23:45:00,36.7,25.9,98.1
24/6/2023,0:00:00,42,22.6,107.6
24/6/2023,0:15:00,36.5,21.9,97.7
24/6/2023,0:30:00,35.4,17.9,95.7
24/6/2023,0:45:00,41.9,45.6,107.4
24/6/2023,1:00:00,38.3,37.8,100.9
24/6/2023,1:15:00,37.2,39.7,99
24/6/2023,1:30:00,38.3,36.4,100.9
24/6/2023,1:45:00,40.7,29.2,105.3
24/6/2023,2:00:00,37.9,35.4,100.2
24/6/2023,2:15:00,42.4,27.1,108.3
24/6/2023,2:30:00,42,49.1,107.6
24/6/2023,2:45:00,42.5,27.7,108.5
24/6/2023,3:00:00,38.9,36.3,102
24/6/2023,3:15:00,37.2,35.8,99
24/6/2023,3:30:00,40.5,37.7,104.9
24/6/2023,3:45:00,36.6,23,97.9
24/6/2023,4:00:00,39,45.1,102.2
24/6/2023,4:15:00,39.5,40.7,103.1
24/6/2023,4:30:00,40.9,43,105.6
24/6/2023,4:45:00,37.3,39.5,99.1
24/6/2023,5:00:00,41.1,39.5,106
24/6/2023,5:15:00,40.6,40.5,105.1
24/6/2023,5:30:00,40.3,40.5,104.5
24/6/2023,5:45:00,41.2,25,106.2
24/6/2023,6:00:00,39,41.4,102.2
24/6/2023,6:15:00,35.6,28.9,96.1
24/6/2023,6:30:00,39.9,30.4,103.8
24/6/2023,6:45:00,41.9,33.6,107.4
24/6/2023,7:00:00,40,43.5,104
24/6/2023,7:15:00,39.8,26.6,103.6
24/6/2023,7:30:00,37.6,30.3,99.7
24/6/2023,7:45:00,35.2,39.5,95.4
24/6/2023,8:00:00,25.3,26.4,77.5
24/6/2023,8:15:00,28.4,18.7,83.1
24/6/2023,8:30:00,26,29.1,78.8
24/6/2023,8:45:00,28.1,32.1,82.6
24/6/2023,9:00:00,25.8,19,78.4
24/6/2023,9:15:00,28.3,28.6,82.9
24/6/2023,9:30:00,26.9,24.9,80.4
24/6/2023,9:45:00,25.3,14.8,77.5
24/6/2023,10:00:00,28.3,32.8,82.9
24/6/2023,10:15:00,27.8,33.3,82
24/6/2023,10:30:00,27.9,23.4,82.2
24/6/2023,10:45:00,28.4,33.5,83.1
24/6/2023,11:00:00,25.2,27.3,77.4
24/6/2023,11:15:00,25.6,14,78.1
24/6/2023,11:30:00,27.1,22.1,80.8
24/6/2023,11:45:00,25.2,27.6,77.4
24/6/2023,12:00:00,37.7,21.8,99.9
24/6/2023,12:15:00,41.4,39.1,106.5
24/6/2023,12:30:00,37.9,33.1,100.2
24/6/2023,12:45:00,36.8,43.5,98.2
24/6/2023,13:00:00,26.4,17.4,79.5
24/6/2023,13:15:00,28.3,25.4,82.9
24/6/2023,13:30:00,25.3,15.6,77.5
24/6/2023,13:45:00,26.6,30.7,79.9
24/6/2023,14:00:00,25.7,13.7,78.3
24/6/2023,14:15:00,25.8,26.3,78.4
24/6/2023,14:30:00,25.8,18.2,78.4
24/6/2023,14:45:00,28.7,15,83.7
24/6/2023,15:00:00,25.9,24.7,78.6
24/6/2023,15:15:00,26.6,17.4,79.9
24/6/2023,15:30:00,25.1,21,77.2
24/6/2023,15:45:00,28.5,33.6,83.3
24/6/2023,16:00:00,28.8,26.1,83.8
24/6/2023,16:15:00,28.6,26.1,83.5
24/6/2023,16:30:00,28.1,16.1,82.6
24/6/2023,16:45:00,26.2,29.9,79.2
24/6/2023,17:00:00,37.8,29,100
24/6/2023,17:15:00,39.3,36.6,102.7
24/6/2023,17:30:00,42.8,32.6,109
24/6/2023,17:45:00,39,34,102.2
24/6/2023,18:00:00,38.4,22.6,101.1
24/6/2023,18:15:00,35.4,17.7,95.7
24/6/2023,18:30:00,40.9,40.9,105.6
24/6/2023,18:45:00,40.9,33.8,105.6
24/6/2023,19:00:00,39.1,34.3,102.4
24/6/2023,19:15:00,42.1,23.4,107.8
24/6/2023,19:30:00,38.3,42.5,100.9
24/6/2023,19:45:00,38.5,28.8,101.3
24/6/2023,20:00:00,37.6,32.4,99.7
24/6/2023,20:15:00,41.9,46.5,107.4
24/6/2023,20:30:00,36.3,22.7,97.3
24/6/2023,20:45:00,35.7,39,96.3
24/6/2023,21:00:00,42.1,48,107.8
24/6/2023,21:15:00,41.7,41.9,107.1
24/6/2023,21:30:00,42.8,50.6,109
24/6/2023,21:45:00,37.7,28.7,99.9
24/6/2023,22:00:00,36.2,40.3,97.2
24/6/2023,22:15:00,38.7,38.2,101.7
24/6/2023,22:30:00,36.7,36.7,98.1
24/6/2023,22:45:00,36.6,29,97.9
24/6/2023,23:00:00,36.8,25.3,98.2
24/6/2023,23:15:00,39.2,25.8,102.6
24/6/2023,23:30:00,38.2,44.4,100.8
24/6/2023,23:45:00,36.4,27.2,97.5
25/6/2023,0:00:00,41.6,25.1,106.9
25/6/2023,0:15:00,39.2,28,102.6
25/6/2023,0:30:00,35.5,34.9,95.9
25/6/2023,0:45:00,37.5,41.2,99.5
25/6/2023,1:00:00,41.7,21.9,107.1
25/6/2023,1:15:00,38.7,27.8,101.7
25/6/2023,1:30:00,39.1,42,102.4
25/6/2023,1:45:00,42.1,26.9,107.8
25/6/2023,2:00:00,40.3,29.3,104.5
25/6/2023,2:15:00,40.5,23.6,104.9
25/6/2023,2:30:00,37.2,41.5,99
25/6/2023,2:45:00,39.1,29.3,102.4
25/6/2023,3:00:00,38.7,45,101.7
25/6/2023,3:15:00,40.3,24.5,104.5
25/6/2023,3:30:00,38.3,23.9,100.9
25/6/2023,3:45:00,40.5,41.7,104.9
25/6/2023,4:00:00,41.8,29,107.2
25/6/2023,4:15:00,36.5,35.8,97.7
25/6/2023,4:30:00,38.7,35.5,101.7
25/6/2023,4:45:00,42.8,37.2,109
25/6/2023,5:00:00,37.9,43.8,100.2
25/6/2023,5:15:00,38.4,35,101.1
25/6/2023,5:30:00,41.4,42.5,106.5
25/6/2023,5:45:00,35.4,39.3,95.7
25/6/2023,6:00:00,35.3,36.5,95.5
25/6/2023,6:15:00,35.3,42.1,95.5
25/6/2023,6:30:00,41.3,40.2,106.3
25/6/2023,6:45:00,39.6,44.9,103.3
25/6/2023,7:00:00,36.6,36.3,97.9
25/6/2023,7:15:00,35.4,24.9,95.7
25/6/2023,7:30:00,38.1,24.1,100.6
25/6/2023,7:45:00,35.6,28.6,96.1
25/6/2023,8:00:00,27,21.8,80.6
25/6/2023,8:15:00,27.1,15.3,80.8
25/6/2023,8:30:00,28.4,18.9,83.1
25/6/2023,8:45:00,27.7,13.9,81.9
25/6/2023,9:00:00,25.9,24.6,78.6
25/6/2023,9:15:00,28.5,19.6,83.3
25/6/2023,9:30:00,25.9,19.4,78.6
25/6/2023,9:45:00,26.3,30.2,79.3
25/6/2023,10:00:00,26.1,28.6,79
25/6/2023,10:15:00,25.5,27.2,77.9
25/6/2023,10:30:00,26,20.1,78.8
25/6/2023,10:45:00,27.3,19,81.1
25/6/2023,11:00:00,27.8,17.3,82
25/6/2023,11:15:00,28.9,32.4,84
25/6/2023,11:30:00,28.5,31.1,83.3
25/6/2023,11:45:00,25.9,28.8,78.6
25/6/2023,12:00:00,40.9,30.6,105.6
25/6/2023,12:15:00,38,33.8,100.4
25/6/2023,12:30:00,36.4,34,97.5
25/6/2023,12:45:00,41.5,45.5,106.7
25/6/2023,13:00:00,28.6,23,83.5
25/6/2023,13:15:00,25.3,28.7,77.5
25/6/2023,13:30:00,26.4,30.6,79.5
25/6/2023,13:45:00,26,28.9,78.8
25/6/2023,14:00:00,28.7,25.5,83.7
25/6/2023,14:15:00,26.3,19.9,79.3
25/6/2023,14:30:00,25.1,28.4,77.2
25/6/2023,14:45:00,26.6,18.7,79.9
25/6/2023,15:00:00,26.1,24.1,79
25/6/2023,15:15:00,27.4,17.6,81.3
25/6/2023,15:30:00,26.2,23.8,79.2
25/6/2023,15:45:00,25.4,14.6,77.7
25/6/2023,16:00:00,28.5,20.8,83.3
25/6/2023,16:15:00,26.5,19.2,79.7
25/6/2023,16:30:00,25.4,25.9,77.7
25/6/2023,16:45:00,28.3,29.4,82.9
25/6/2023,17:00:00,37.6,31.7,99.7
25/6/2023,17:15:00,37.4,36,99.3
25/6/2023,17:30:00,37,24.1,98.6
25/6/2023,17:45:00,42.7,36.3,108.9
25/6/2023,18:00:00,42.6,50.4,108.7
25/6/2023,18:15:00,35.4,24.3,95.7
25/6/2023,18:30:00,41.5,42.3,106.7
25/6/2023,18:45:00,41.3,44.4,106.3
25/6/2023,19:00:00,41.4,35.5,106.5
25/6/2023,19:15:00,40.9,35.6,105.6
25/6/2023,19:30:00,38.6,31.3,101.5
25/6/2023,19:45:00,38.3,25.8,100.9
25/6/2023,20:00:00,37.2,43.9,99
25/6/2023,20:15:00,36,23.4,96.8
25/6/2023,20:30:00,38.7,20.5,101.7
25/6/2023,20:45:00,39.2,44.4,102.6
25/6/2023,21:00:00,40.5,31.7,104.9
25/6/2023,21:15:00,39.1,23.1,102.4
25/6/2023,21:30:00,35.3,27.3,95.5
25/6/2023,21:45:00,35.8,27.2,96.4
25/6/2023,22:00:00,40.1,46.9,104.2
25/6/2023,22:15:00,38.7,29.8,101.7
25/6/2023,22:30:00,37.5,43.7,99.5
25/6/2023,22:45:00,37.9,19.7,100.2
25/6/2023,23:00:00,36.9,21.5,98.4
25/6/2023,23:15:00,37.1,20.7,98.8
25/6/2023,23:30:00,36.4,22.7,97.5
25/6/2023,23:45:00,39.5,21,103.1
26/6/2023,0:00:00,39.3,40.8,102.7
26/6/2023,0:15:00,35.9,32.3,96.6
26/6/2023,0:30:00,40.5,40.7,104.9
26/6/2023,0:45:00,39.9,42.2,103.8
26/6/2023,1:00:00,35.3,34.2,95.5
26/6/2023,1:15:00,41,31.6,105.8
26/6/2023,1:30:00,35.9,28.3,96.6
26/6/2023,1:45:00,41.6,43.6,106.9
26/6/2023,2:00:00,35.7,38.2,96.3
26/6/2023,2:15:00,35.3,25.4,95.5
26/6/2023,2:30:00,40.4,21.2,104.7
26/6/2023,2:45:00,36.1,20.5,97
26/6/2023,3:00:00,38.5,34.9,101.3
26/6/2023,3:15:00,38.3,24.8,100.9
26/6/2023,3:30:00,39.7,37.3,103.5
26/6/2023,3:45:00,42.4,49.7,108.3
26/6/2023,4:00:00,39.2,22.2,102.6
26/6/2023,4:15:00,38.6,24.3,101.5
26/6/2023,4:30:00,41.7,48,107.1
26/6/2023,4:45:00,37.8,36.7,100
26/6/2023,5:00:00,41.1,22.7,106
26/6/2023,5:15:00,37.3,21.6,99.1
26/6/2023,5:30:00,41.6,34.4,106.9
26/6/2023,5:45:00,42.5,34.1,108.5
26/6/2023,6:00:00,40.9,47,105.6
26/6/2023,6:15:00,38.6,37.6,101.5
26/6/2023,6:30:00,36.3,28.8,97.3
26/6/2023,6:45:00,35.7,38.6,96.3
26/6/2023,7:00:00,36.9,40.8,98.4
26/6/2023,7:15:00,36.6,39.5,97.9
26/6/2023,7:30:00,41.5,43.4,106.7
26/6/2023,7:45:00,37.7,23,99.9
26/6/2023,8:00:00,26.4,16.4,79.5
26/6/2023,8:15:00,26.2,13.9,79.2
26/6/2023,8:30:00,27.4,30.7,81.3
26/6/2023,8:45:00,27,16,80.6
26/6/2023,9:00:00,27.5,22.8,81.5
26/6/2023,9:15:00,26,29.2,78.8
26/6/2023,9:30:00,27.9,24.3,82.2
26/6/2023,9:45:00,26.1,17.5,79
26/6/2023,10:00:00,28.7,20.2,83.7
26/6/2023,10:15:00,26.2,23.8,79.2
26/6/2023,10:30:00,26.3,28.4,79.3
26/6/2023,10:45:00,25.6,18.9,78.1
26/6/2023,11:00:00,27.7,31.4,81.9
26/6/2023,11:15:00,25.8,13.9,78.4
26/6/2023,11:30:00,26.5,31.6,79.7
26/6/2023,11:45:00,28.1,28.8,82.6
26/6/2023,12:00:00,39.9,37.7,103.8
26/6/2023,12:15:00,42.7,32.4,108.9
26/6/2023,12:30:00,37.5,31.8,99.5
26/6/2023,12:45:00,40.1,44.7,104.2
26/6/2023,13:00:00,27.3,17.9,81.1
26/6/2023,13:15:00,26.9,16.3,80.4
26/6/2023,13:30:00,28.5,24,83.3
26/6/2023,13:45:00,26.3,16.8,79.3
26/6/2023,14:00:00,25.4,18.4,77.7
26/6/2023,14:15:00,26.1,17.7,79
26/6/2023,14:30:00,26.6,29.8,79.9
26/6/2023,14:45:00,25.9,18.6,78.6
26/6/2023,15:00:00,27.6,26.2,81.7
26/6/2023,15:15:00,27,27.3,80.6
26/6/2023,15:30:00,28,29.3,82.4
26/6/2023,15:45:00,28.7,17.2,83.7
26/6/2023,16:00:00,28.8,26.2,83.8
26/6/2023,16:15:00,27.4,28.4,81.3
26/6/2023,16:30:00,26,14.9,78.8
26/6/2023,16:45:00,26.6,30.4,79.9
26/6/2023,17:00:00,35.6,41.8,96.1
26/6/2023,17:15:00,35.8,24,96.4
26/6/2023,17:30:00,35.5,27.3,95.9
26/6/2023,17:45:00,39.1,41.4,102.4
26/6/2023,18:00:00,38.8,26.6,101.8
26/6/2023,18:15:00,35.5,25,95.9
26/6/2023,18:30:00,35.5,27.4,95.9
26/6/2023,18:45:00,38.5,38.5,101.3
26/6/2023,19:00:00,36.9,22.6,98.4
26/6/2023,19:15:00,41.9,38.8,107.4
26/6/2023,19:30:00,39.8,32.2,103.6
26/6/2023,19:45:00,35.8,28.4,96.4
26/6/2023,20:00:00,35.9,20.3,96.6
26/6/2023,20:15:00,35.9,19.6,96.6
26/6/2023,20:30:00,39.9,42.9,103.8
26/6/2023,20:45:00,35.8,36.1,96.4
26/6/2023,21:00:00,36.4,33.6,97.5
26/6/2023,21:15:00,36.6,29.4,97.9
26/6/2023,21:30:00,37.9,19.5,100.2
26/6/2023,21:45:00,35.8,25.2,96.4
26/6/2023,22:00:00,38.5,42.1,101.3
26/6/2023,22:15:00,42,42.8,107.6
26/6/2023,22:30:00,35.5,21.5,95.9
26/6/2023,22:45:00,38.9,22,102
26/6/2023,23:00:00,40.8,39.8,105.4
26/6/2023,23:15:00,42.1,21.4,107.8
26/6/2023,23:30:00,39.8,36.1,103.6
26/6/2023,23:45:00,41.9,37.1,107.4
27/6/2023,0:00:00,38.5,46,101.3
27/6/2023,0:15:00,35.6,21.4,96.1
27/6/2023,0:30:00,41.4,45.5,106.5
27/6/2023,0:45:00,41.5,43.5,106.7
27/6/2023,1:00:00,36.9,39.3,98.4
27/6/2023,1:15:00,41.7,42.8,107.1
27/6/2023,1:30:00,38.3,25.4,100.9
27/6/2023,1:45:00,41.2,27.9,106.2
27/6/2023,2:00:00,39.4,32.4,102.9
27/6/2023,2:15:00,38.4,28,101.1
27/6/2023,2:30:00,41.8,26.5,107.2
27/6/2023,2:45:00,36,36.2,96.8
27/6/2023,3:00:00,36.3,34.3,97.3
27/6/2023,3:15:00,40,45.8,104
27/6/2023,3:30:00,42.1,23,107.8
27/6/2023,3:45:00,37.6,38.5,99.7
27/6/2023,4:00:00,37.7,34.5,99.9
27/6/2023,4:15:00,35.4,37.5,95.7
27/6/2023,4:30:00,42.2,27,108
27/6/2023,4:45:00,39.7,36,103.5
27/6/2023,5:00:00,38.5,27.4,101.3
27/6/2023,5:15:00,41.6,40.2,106.9
27/6/2023,5:30:00,36,30.1,96.8
27/6/2023,5:45:00,36.6,37.4,97.9
27/6/2023,6:00:00,39.4,35.1,102.9
27/6/2023,6:15:00,39.8,36.4,103.6
27/6/2023,6:30:00,37,25.4,98.6
27/6/2023,6:45:00,36.4,40.9,97.5
27/6/2023,7:00:00,35.7,18.9,96.3
27/6/2023,7:15:00,35.9,30.6,96.6
27/6/2023,7:30:00,36.5,24.2,97.7
27/6/2023,7:45:00,42.6,30.4,108.7
27/6/2023,8:00:00,27.5,31,81.5
27/6/2023,8:15:00,25.3,16.8,77.5
27/6/2023,8:30:00,28.8,30.3,83.8
27/6/2023,8:45:00,27.8,28.8,82
27/6/2023,9:00:00,25.8,25.7,78.4
27/6/2023,9:15:00,26.2,24.2,79.2
27/6/2023,9:30:00,28.8,20.7,83.8
27/6/2023,9:45:00,26.1,13.5,79
27/6/2023,10:00:00,25.2,18.3,77.4
27/6/2023,10:15:00,27.8,30.1,82
27/6/2023,10:30:00,26.7,29.4,80.1
27/6/2023,10:45:00,26.1,23.7,79
27/6/2023,11:00:00,27.8,30.9,82
27/6/2023,11:15:00,27.9,28,82.2
27/6/2023,11:30:00,26.2,22.4,79.2
27/6/2023,11:45:00,26.6,14.9,79.9
27/6/2023,12:00:00,36,18.4,96.8
27/6/2023,12:15:00,38,39.7,100.4
27/6/2023,12:30:00,38.7,29.5,101.7
27/6/2023,12:45:00,36.7,21.9,98.1
27/6/2023,13:00:00,27.9,30.8,82.2
27/6/2023,13:15:00,25.8,25.3,78.4
27/6/2023,13:30:00,27.5,24.8,81.5
27/6/2023,13:45:00,26.1,30.2,79
27/6/2023,14:00:00,26.8,25.7,80.2
27/6/2023,14:15:00,28.5,20.7,83.3
27/6/2023,14:30:00,27.1,17.7,80.8
27/6/2023,14:45:00,27.7,26.5,81.9
27/6/2023,15:00:00,25.1,24.6,77.2
27/6/2023,15:15:00,27.1,31.5,80.8
27/6/2023,15:30:00,25.1,28.3,77.2
27/6/2023,15:45:00,27.7,28.2,81.9
27/6/2023,16:00:00,28.3,24.9,82.9
27/6/2023,16:15:00,25.3,25.3,77.5
27/6/2023,16:30:00,26.9,21.3,80.4
27/6/2023,16:45:00,28.5,24.5,83.3
27/6/2023,17:00:00,41.9,39.9,107.4
27/6/2023,17:15:00,39.8,25.5,103.6
27/6/2023,17:30:00,41.1,46.7,106
27/6/2023,17:45:00,39.3,28.1,102.7
27/6/2023,18:00:00,39.9,37.1,103.8
27/6/2023,18:15:00,37.4,28.6,99.3
27/6/2023,18:30:00,41.1,49,106
27/6/2023,18:45:00,36.6,37,97.9
27/6/2023,19:00:00,41.1,29.3,106
27/6/2023,19:15:00,40.1,27.1,104.2
27/6/2023,19:30:00,40.4,47.4,104.7
27/6/2023,19:45:00,37.3,40.4,99.1
27/6/2023,20:00:00,35.2,35.1,95.4
27/6/2023,20:15:00,41,32,105.8
27/6/2023,20:30:00,35.6,21.4,96.1
27/6/2023,20:45:00,37.8,36.6,100
27/6/2023,21:00:00,36.3,28.9,97.3
27/6/2023,21:15:00,38.8,29.6,101.8
27/6/2023,21:30:00,40.3,28.7,104.5
27/6/2023,21:45:00,39.8,29.1,103.6
27/6/2023,22:00:00,40.8,25.8,105.4
27/6/2023,22:15:00,35.3,20,95.5
27/6/2023,22:30:00,38.5,21.2,101.3
27/6/2023,22:45:00,35.6,28.9,96.1
27/6/2023,23:00:00,40.2,43.8,104.4
27/6/2023,23:15:00,36.2,34.1,97.2
27/6/2023,23:30:00,38.4,19.6,101.1
27/6/2023,23:45:00,40.7,22.4,105.3
28/6/2023,0:00:00,38.9,39.9,102
28/6/2023,0:15:00,37.9,29.2,100.2
28/6/2023,0:30:00,42.3,32.8,108.1
28/6/2023,0:45:00,35.1,26.1,95.2
28/6/2023,1:00:00,42.8,24.3,109
28/6/2023,1:15:00,39.2,28,102.6
28/6/2023,1:30:00,36.2,20.1,97.2
28/6/2023,1:45:00,38.3,25,100.9
28/6/2023,2:00:00,37.2,38.8,99
28/6/2023,2:15:00,42.1,21.4,107.8
28/6/2023,2:30:00,38.2,43.2,100.8
28/6/2023,2:45:00,40.4,24,104.7
28/6/2023,3:00:00,40.8,37.5,105.4
28/6/2023,3:15:00,36.9,31.4,98.4
28/6/2023,3:30:00,41.2,32.1,106.2
28/6/2023,3:45:00,41.3,42.4,106.3
28/6/2023,4:00:00,37.6,25.2,99.7
28/6/2023,4:15:00,41.7,28.4,107.1
28/6/2023,4:30:00,36.1,20.6,97
28/6/2023,4:45:00,40.5,43.8,104.9
28/6/2023,5:00:00,38.1,36.4,100.6
28/6/2023,5:15:00,40.4,27.5,104.7
28/6/2023,5:30:00,40.3,32.8,104.5
28/6/2023,5:45:00,40.1,39.3,104.2
28/6/2023,6:00:00,40.5,46.4,104.9
28/6/2023,6:15:00,39.8,21.1,103.6
28/6/2023,6:30:00,42.7,40.1,108.9
28/6/2023,6:45:00,35.9,33.8,96.6
28/6/2023,7:00:00,39.5,42,103.1
28/6/2023,7:15:00,36.8,40.7,98.2
28/6/2023,7:30:00,36.4,32,97.5
28/6/2023,7:45:00,42.3,25.4,108.1
28/6/2023,8:00:00,25.3,22.3,77.5
28/6/2023,8:15:00,26.3,30.3,79.3
28/6/2023,8:30:00,27.5,26.9,81.5
28/6/2023,8:45:00,27.7,20.7,81.9
28/6/2023,9:00:00,27.5,26.9,81.5
28/6/2023,9:15:00,28,14.1,82.4
28/6/2023,9:30:00,27.9,21.7,82.2
28/6/2023,9:45:00,25.7,20.5,78.3
28/6/2023,10:00:00,25.7,17.8,78.3
28/6/2023,10:15:00,26,30.3,78.8
28/6/2023,10:30:00,28.7,25.9,83.7
28/6/2023,10:45:00,26.5,14.7,79.7
28/6/2023,11:00:00,27.3,19.7,81.1
28/6/2023,11:15:00,27.5,29.9,81.5
28/6/2023,11:30:00,27,18.8,80.6
28/6/2023,11:45:00,25.2,13.1,77.4
28/6/2023,12:00:00,42.7,48.7,108.9
28/6/2023,12:15:00,41.8,49.6,107.2
28/6/2023,12:30:00,35.1,39.3,95.2
28/6/2023,12:45:00,36.8,21.9,98.2
28/6/2023,13:00:00,27.1,26.4,80.8
28/6/2023,13:15:00,26.4,13.4,79.5
28/6/2023,13:30:00,26.5,14.6,79.7
28/6/2023,13:45:00,26.6,29.8,79.9
28/6/2023,14:00:00,28.4,17.7,83.1
28/6/2023,14:15:00,25.2,24.5,77.4
28/6/2023,14:30:00,28,21.2,82.4
28/6/2023,14:45:00,27.2,26,81
28/6/2023,15:00:00,26.8,16.7,80.2
28/6/2023,15:15:00,26.4,27.2,79.5
28/6/2023,15:30:00,27.4,24.5,81.3
28/6/2023,15:45:00,27.3,26.4,81.1
28/6/2023,16:00:00,25.9,15.7,78.6
28/6/2023,16:15:00,27.8,21,82
